Código SNISB,Nome da Barragem,Capacidade (hm3),Classe de Capacidade,Altura Acima da Fundação (m),Classe de Altura,Altura Acima do Terreno (m),Município,UF,Uso Principal,Espelho D'água,Fiscalizador,Latitude,Longitude,Categoria de Risco,Classe de DPA,Latitude (Graus),Longitude (Graus),ESRI_OID,x,y
2634,AÇUDE DO UMBUZEIRO,0.20400000000000001,V < 3 hm³,5.3,Sem Informação,,LAGOA D'ANTA,RN,Abastecimento humano,,IGARN,"06º22'9.0""S","35º39'42.0""W",Não Classificado,Não Classificado,-6.3694444444,-35.66194444440001,1122,-35.66194444399997,-6.369444443999953
2637,SERRA DO DOUTOR,0.096,V < 3 hm³,7.1000000000000005,Sem Informação,,CAMPO REDONDO,RN,Abastecimento humano,,IGARN,"06º11'12.0""S","36º12'59.0""W",Não Classificado,Não Classificado,-6.1869444444,-36.2163888889,1396,-36.21638888899997,-6.186944443999948
2638,JICURI,0.272,V < 3 hm³,9.3,Sem Informação,,CAMPO REDONDO,RN,Abastecimento humano,,IGARN,"06º12'12.0""S","36º15'5.0""W",Não Classificado,Não Classificado,-6.2036111111,-36.2513888889,1400,-36.25138888899994,-6.20361111099993
2641,CAIÇARA V,0.026000000000000002,V < 3 hm³,3.5,Sem Informação,,UMARIZAL,RN,Abastecimento humano,,IGARN,"05º58'14.0""S","37º46'14.0""W",Não Classificado,Não Classificado,-5.9708333333,-37.770833333300004,1316,-37.770833332999985,-5.970833332999973
2642,TAPUIO,0.10200000000000001,V < 3 hm³,5.4,Sem Informação,,SANTANA DO MATOS,RN,Abastecimento humano,,IGARN,"05º49'11.0""S","36º25'19.0""W",Não Classificado,Não Classificado,-5.8199616666,-36.421984589000004,1412,-36.421984588999976,-5.819961666999973
2646,MALHADA LIMPA,0.054,V < 3 hm³,3,Sem Informação,,CURRAIS NOVOS,RN,Abastecimento humano,,IGARN,"06º17'45.0""S","36º50'35.0""W",Não Classificado,Não Classificado,-6.2961111111,-36.8430555556,1165,-36.84305555599997,-6.296111110999959
2647,MARRECA,0.124,V < 3 hm³,6.5,Sem Informação,,CARAÚBAS,RN,Abastecimento humano,,IGARN,"05º46'18.0""S","37º42'56.0""W",Não Classificado,Não Classificado,-5.771666666700001,-37.7158333333,1308,-37.71583333299998,-5.771666666999977
2651,CAIÇARA I,0.093,V < 3 hm³,6,Sem Informação,,RAFAEL GODEIRO,RN,Abastecimento humano,,IGARN,"06º00'21.0""S","37º46'23.0""W",Não Classificado,Não Classificado,-6.0061111111,-37.7733333333,1315,-37.77333333299998,-6.006111110999939
2652,CAIÇARA IV,0.078,V < 3 hm³,7.6000000000000005,Sem Informação,,OLHO-D'ÁGUA DO BORGES,RN,Abastecimento humano,,IGARN,"05º59'20.0""S","37º46'1.0""W",Não Classificado,Não Classificado,-5.9888888889,-37.7672222222,1313,-37.76722222199993,-5.988888888999952
2671,Oiticica,556.3000000000001,V > 200 hm³,35.300000000000004,Sem Informação,,JUCURUTU,RN,Abastecimento humano,,ANA,"06º09'11.0""S","37º07'23.0""W",Não Classificado,Alto,-6.1530555556,-37.123333333299996,1180,-37.12333333299995,-6.15305555599997
2644,VÁRZEA DO BARRO,0.026000000000000002,V < 3 hm³,9,Sem Informação,,RAFAEL GODEIRO,RN,Abastecimento humano,,IGARN,"06º01'15.0""S","37º46'42.0""W",Não Classificado,Não Classificado,-6.021111111100001,-37.778611111100005,1318,-37.778611110999975,-6.021111110999925
2645,ERMO,0.034,V < 3 hm³,2.87,Sem Informação,,CARNAÚBA DOS DANTAS,RN,Abastecimento humano,,IGARN,"06º32'42.0""S","36º30'24.0""W",Não Classificado,Não Classificado,-6.545,-36.5066666667,1136,-36.506666666999934,-6.544999999999959
2650,ENCANTADO,0.026000000000000002,V < 3 hm³,6.5,Sem Informação,,OLHO-D'ÁGUA DO BORGES,RN,Abastecimento humano,,IGARN,"05º50'26.0""S","37º43'9.0""W",Não Classificado,Não Classificado,-5.8408333333,-37.7191666667,1306,-37.71916666699997,-5.840833332999978
2653,CAJAZEIRA II,0.039,V < 3 hm³,5.5,Sem Informação,,OLHO-D'ÁGUA DO BORGES,RN,Abastecimento humano,,IGARN,"05º56'8.0""S","37º44'34.0""W",Não Classificado,Não Classificado,-5.9358333333,-37.7427777778,1310,-37.74277777799995,-5.935833332999948
3426,BARRAGEM JOAQUIM CAVALCANTI ,3.277,3 hm³ < V < 75 hm³,13.83,10 m < h < 15 m,13.83,SÃO BENTO DO TRAIRÍ,RN,Abastecimento humano,SEM NOME,IGARN,"06º22'49.0""S","36º02'9.0""W",Não Classificado,Não Classificado,-6.3805277778,-36.035861111100004,1124,-36.035861110999974,-6.38052777799993
3431,VALMIR PINHEIRO RODRIGUES,3000,V > 200 hm³,10,h < 10 m,10,SANTA CRUZ,RN,Abastecimento humano,,IGARN,"06º14'40.0""S","36º03'20.0""W",Não Classificado,Não Classificado,-6.2447222222,-36.0558333333,1386,-36.05583333299995,-6.24472222199995
3432,JORGE EMIDIO DE LIMA ,3000,V > 200 hm³,10,h < 10 m,10,JAPI,RN,Abastecimento humano,,IGARN,"06º24'47.0""S","35º57'59.0""W",Não Classificado,Não Classificado,-6.4130555556,-35.9665833333,1130,-35.96658333299996,-6.413055555999961
3433,BARRAGEM NOVO ANGICOS ,4245.061000000001,V > 200 hm³,13.85,10 m < h < 15 m,13.85,ANGICOS,RN,Dessedentação Animal,,IGARN,"05º39'46.0""S","36º35'47.0""W",Não Classificado,Não Classificado,-5.662777777800001,-36.5963888889,1153,-36.59638888899997,-5.662777777999963
3434,BARRAGEM RIACHO DO MEIO,1610.08,V > 200 hm³,11.200000000000001,10 m < h < 15 m,11.200000000000001,ALEXANDRIA,RN,Abastecimento humano,,IGARN,"06º19'54.0""S","38º01'42.0""W",Não Classificado,Não Classificado,-6.3316666667,-38.028611111100005,1332,-38.028611110999975,-6.331666666999979
3436,BARRAGEM PITUASÚ,3623.8,V > 200 hm³,18.94,15 m < h < 30 m,18.94,MONTE DAS GAMELEIRAS,RN,Dessedentação Animal,SEM NOME,IGARN,"06º25'23.0""S","35º47'52.0""W",Não Classificado,Não Classificado,-6.4233333333,-35.7977777778,1132,-35.797777777999954,-6.42333333299996
3442, Barragem Tourão,7.985,3 hm³ < V < 75 hm³,11.09,10 m < h < 15 m,11.09,PATU,RN,Dessedentação Animal,,IGARN,"06º01'5.0""S","37º38'54.0""W",Não Classificado,Não Classificado,-6.0183333333,-37.6486111111,1296,-37.64861111099998,-6.01833333299993
3443,BARRAGEM OLHO D'ÁGUA DOS BRANDÕES ,1022.575,V > 200 hm³,4,h < 10 m,4,CURRAIS NOVOS,RN,Abastecimento humano,,IGARN,"06º15'15.0""S","36º20'12.0""W",Não Classificado,Não Classificado,-6.2541666667,-36.3366666667,1404,-36.336666666999974,-6.254166666999936
3444,RIO DA PEDRA ,13.602,3 hm³ < V < 75 hm³,19.07,15 m < h < 30 m,19.07,SANTANA DO MATOS,RN,Abastecimento humano,,IGARN,"05º58'32.0""S","36º42'17.0""W",Não Classificado,Não Classificado,-5.9758055556,-36.7048888889,1158,-36.70488888899996,-5.975805555999955
3445,BARRAGEM MORADA NOVA ,2461.888,V > 200 hm³,8.5,h < 10 m,8.5,JANDUÍS,RN,Abastecimento humano,Açude Morada Nova,IGARN,"05º54'21.0""S","37º27'2.0""W",Não Classificado,Não Classificado,-5.9061111111,-37.450833333300004,1293,-37.450833332999935,-5.906111110999973
2654,CAJAZEIRA I ,0.064,V < 3 hm³,5.5,Sem Informação,,OLHO-D'ÁGUA DO BORGES,RN,Abastecimento humano,,IGARN,"05º56'49.0""S","37º45'52.0""W",Não Classificado,Não Classificado,-5.947222222200001,-37.7647222222,1314,-37.76472222199993,-5.947222221999937
2657,AÇUDE COMUNITÁRIO JOAQUIM GUEDES,0.12,V < 3 hm³,5.98,Sem Informação,,LAGOA D'ANTA,RN,Abastecimento humano,,IGARN,"06º21'11.0""S","35º38'51.0""W",Não Classificado,Não Classificado,-6.3530555556,-35.6475,1113,-35.64749999999998,-6.353055555999958
2658,AÇUDE COMUNITÁRIO SÃO GERLADO,0.036000000000000004,V < 3 hm³,5.58,Sem Informação,,OLHO-D'ÁGUA DO BORGES,RN,Abastecimento humano,,IGARN,"05º55'31.0""S","37º42'25.0""W",Não Classificado,Não Classificado,-5.9252777778,-37.7072222222,1299,-37.707222221999984,-5.925277777999952
3103,1655/06,0.222,V < 3 hm³,12,10 m < h < 15 m,12,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'38.0""S","52º51'51.0""W",Não Classificado,Não Classificado,-30.2938888889,-52.8641666667,1944,-52.86416666699995,-30.29388888899996
3446,BARRAGEM VIDA NOVA ,1760,V > 200 hm³,10.49,10 m < h < 15 m,10.49,TIMBAÚBA DOS BATISTAS,RN,Abastecimento humano,Açude Fazenda Vida Nova,IGARN,"06º31'9.0""S","37º15'33.0""W",Não Classificado,Não Classificado,-6.5194444443999995,-37.2591666667,1190,-37.25916666699993,-6.51944444399993
3437,BARRAGEM JUAZEIRO,535.25,V > 200 hm³,8.72,h < 10 m,8.72,LAJES,RN,Dessedentação Animal,SEM NOME,IGARN,"05º45'34.0""S","36º14'3.0""W",Não Classificado,Não Classificado,-5.7597222222,-36.234166666700006,1401,-36.234166666999954,-5.759722221999937
3438, Barragem Passagem,8.273,3 hm³ < V < 75 hm³,12.450000000000001,10 m < h < 15 m,12.450000000000001,ITAÚ,RN,Abastecimento humano,Açude Passagem,IGARN,"05º51'3.0""S","38º00'42.0""W",Não Classificado,Não Classificado,-5.851111111100001,-38.011666666699995,1334,-38.01166666699993,-5.851111110999966
3439,Barragem Trapiá III,1.3150000000000002,V < 3 hm³,8.44,h < 10 m,8.44,SANTANA DO MATOS,RN,Irrigação,,IGARN,"05º59'3.0""S","36º47'33.0""W",Não Classificado,Não Classificado,-5.9844444444,-36.792500000000004,1163,-36.79249999999996,-5.984444443999962
3440,Barragem Apanha Peixe,10,3 hm³ < V < 75 hm³,11.1,10 m < h < 15 m,11.1,CARAÚBAS,RN,Abastecimento humano,Açude do Apanha Peixe,IGARN,"05º39'14.0""S","37º41'12.0""W",Não Classificado,Não Classificado,-5.6538888889,-37.6866666667,1300,-37.68666666699994,-5.6538888889999726
3441, Barragem Tábua,1.024,V < 3 hm³,11.950000000000001,10 m < h < 15 m,11.950000000000001,CORONEL EZEQUIEL,RN,Abastecimento humano,,IGARN,"06º21'59.0""S","36º14'33.0""W",Não Classificado,Não Classificado,-6.3663888889,-36.2425,1120,-36.24249999999995,-6.36638888899995
3471,VALCILEIDO CHAVES DA SILVA ,0.3,V < 3 hm³,4,h < 10 m,4,ENCANTO,RN,Dessedentação Animal,,IGARN,"06º06'40.0""S","38º18'18.0""W",Não Classificado,Não Classificado,-6.111194444400001,-38.3051666667,1255,-38.30516666699998,-6.1111944439999775
2684,CACIMBA DO MEIO,0.05,V < 3 hm³,3.5,Sem Informação,,CARAÚBAS,RN,Abastecimento humano,,IGARN,"05º50'33.0""S","37º42'29.0""W",Não Classificado,Não Classificado,-5.8425,-37.708333333300004,1305,-37.708333332999985,-5.842499999999973
2685,IPU,0.182,V < 3 hm³,3.5,Sem Informação,,CARAÚBAS,RN,Abastecimento humano,,IGARN,"05º45'42.0""S","37º42'47.0""W",Não Classificado,Não Classificado,-5.7616666667,-37.7130555556,1307,-37.71305555599997,-5.761666666999929
2695,Pontal,4.5,3 hm³ < V < 75 hm³,11,10 m < h < 15 m,11,QUITERIANÓPOLIS,CE,Abastecimento humano,,SRH/CE,"05º43'53.0""S","40º45'9.0""W",Não Classificado,Não Classificado,-5.7316666326000005,-40.7527372383,1231,-40.75273723799995,-5.731666632999975
2696,Mutuca Carrapateiras,0.96,V < 3 hm³,7,h < 10 m,7,TAUÁ,CE,Abastecimento humano,,SRH/CE,"05º45'46.0""S","40º18'41.0""W",Não Classificado,Não Classificado,-5.7630324473,-40.3116063334,1224,-40.31160633299993,-5.763032446999944
3106,0394/07,0.467,V < 3 hm³,4.2700000000000005,h < 10 m,4.2700000000000005,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º15'43.0""S","53º12'2.0""W",Não Classificado,Não Classificado,-30.262222222200002,-53.200555555600005,1935,-53.20055555599998,-30.262222221999934
3108,0214/07,0.164,V < 3 hm³,6.2,h < 10 m,6.2,CAÇAPAVA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º21'27.0""S","53º12'.0""W",Não Classificado,Não Classificado,-30.3575,-53.2,1949,-53.19999999999993,-30.35749999999996
3112,1567/09,0.72,V < 3 hm³,5.57,h < 10 m,5.57,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º11'6.0""S","52º50'26.0""W",Não Classificado,Não Classificado,-30.185000000000002,-52.840555555600005,1916,-52.84055555599997,-30.184999999999945
3113,0933/07,0.041,V < 3 hm³,5.5,h < 10 m,5.5,CAÇAPAVA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'44.0""S","53º11'54.0""W",Não Classificado,Não Classificado,-30.3788888889,-53.1986111111,1957,-53.198611110999934,-30.37888888899994
3115,0933/07,0.07200000000000001,V < 3 hm³,4.5,h < 10 m,4.5,CAÇAPAVA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º22'23.0""S","53º11'45.0""W",Não Classificado,Não Classificado,-30.3733333333,-53.196111111099995,1956,-53.19611111099994,-30.373333332999948
3116,0751/12,2.4410000000000003,V < 3 hm³,4.29,h < 10 m,4.29,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º04'32.0""S","52º00'48.0""W",Não Classificado,Não Classificado,-30.0758333333,-52.0136111111,1868,-52.01361111099993,-30.075833332999935
3118,0751/12,0.004,V < 3 hm³,1.3,h < 10 m,1.3,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º04'41.0""S","52º02'25.0""W",Não Classificado,Não Classificado,-30.0783333333,-52.0402777778,1878,-52.04027777799996,-30.078333332999932
3120,0751/12,0.025,V < 3 hm³,1.25,h < 10 m,1.25,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'20.0""S","51º58'27.0""W",Não Classificado,Não Classificado,-30.0558333333,-51.9744444444,1859,-51.97444444399997,-30.055833332999953
3123,0751/12,0.003,V < 3 hm³,1.5,h < 10 m,1.5,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'6.0""S","51º58'58.0""W",Não Classificado,Não Classificado,-30.0519444444,-51.9827777778,1860,-51.98277777799996,-30.051944443999957
3470,ANONIO JESSE DE QUEIROZ ,0.3,V < 3 hm³,4,h < 10 m,4,PAU DOS FERROS,RN,Dessedentação Animal,,IGARN,"06º08'10.0""S","38º07'18.0""W",Não Classificado,Não Classificado,-6.1363611111,-38.121888888899996,1237,-38.12188888899993,-6.136361110999928
3127,0751/12,0.002,V < 3 hm³,1.4000000000000001,h < 10 m,1.4000000000000001,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'52.0""S","52º01'40.0""W",Não Classificado,Não Classificado,-30.064722222200004,-52.027777777800004,1872,-52.02777777799997,-30.064722221999943
3132,1239/2016,0.10600000000000001,V < 3 hm³,7,h < 10 m,7,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º07'4.0""S","52º18'56.0""W",Não Classificado,Não Classificado,-30.1177777778,-52.3155555556,1896,-52.315555555999936,-30.117777777999947
3134,1239/2016,0.067,V < 3 hm³,7,h < 10 m,7,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º06'33.0""S","52º18'33.0""W",Não Classificado,Não Classificado,-30.1094444444,-52.3091666667,1895,-52.30916666699994,-30.109444443999962
3147,1080/2016,0.07400000000000001,V < 3 hm³,4.3100000000000005,h < 10 m,4.3100000000000005,CACHOEIRA DO SUL,RS,Recreação,,DRHSEMA/RS,"30º16'35.0""S","52º53'17.0""W",Não Classificado,Não Classificado,-30.276388888899998,-52.888055555600005,1936,-52.88805555599998,-30.276388888999975
2320,Deposito de resíduos sólidos - DRS 1,40,3 hm³ < V < 75 hm³,25,15 m < h < 30 m,21,BARCARENA,PA,Contenção de resíduos industriais,,SEMAS/PA,"01º33'3.0""S","48º43'3.0""W",Não Classificado,Não Classificado,-1.5510000000000002,-48.7176666667,1042,-48.717666666999946,-1.5509999999999309
3491,Barragem Lauro Maia,3.4040000000000004,3 hm³ < V < 75 hm³,13.15,10 m < h < 15 m,13.15,ALMINO AFONSO,RN,Abastecimento humano,Açude Lauro Maia,IGARN,"06º09'51.0""S","37º45'36.0""W",Não Classificado,Não Classificado,-6.1644444444,-37.76,1309,-37.759999999999934,-6.164444443999969
3496,FRANCISCO SALESVÂNIO MATIAS DANTAS,0.3,V < 3 hm³,2,h < 10 m,2,CORONEL JOÃO PESSOA,RN,Abastecimento humano,,IGARN,"06º13'48.0""S","38º26'55.0""W",Não Classificado,Não Classificado,-6.2300277778,-38.448805555599996,1269,-38.44880555599997,-6.230027777999965
3497,MARIA DAS GRAÇAS VIANA,0.3,V < 3 hm³,6,h < 10 m,6,SERRA CAIADA,RN,Dessedentação Animal,,IGARN,"06º04'51.0""S","35º44'29.0""W",Não Classificado,Não Classificado,-6.0808888889,-35.741388888900005,1347,-35.74138888899995,-6.080888888999937
3156,1147/2015,0.28500000000000003,V < 3 hm³,8.67,h < 10 m,8.67,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º11'58.0""S","52º50'57.0""W",Não Classificado,Não Classificado,-30.199722222200002,-52.8491666667,1922,-52.84916666699996,-30.199722221999934
3161,0751/12,0.002,V < 3 hm³,1.4000000000000001,h < 10 m,1.4000000000000001,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'52.0""S","52º01'40.0""W",Não Classificado,Não Classificado,-30.064722222200004,-52.027777777800004,1871,-52.02777777799997,-30.064722221999943
3170,0529/2016,0.14800000000000002,V < 3 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º18'15.0""S","52º59'44.0""W",Não Classificado,Não Classificado,-30.3044444444,-52.9958333333,1948,-52.99583333299995,-30.304444443999955
3171,0529/2016,0.055,V < 3 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º18'2.0""S","53º00'15.0""W",Não Classificado,Não Classificado,-30.3005555556,-53.0041666667,1945,-53.004166666999936,-30.30055555599995
3510,0745/12,0.436,V < 3 hm³,5.32,h < 10 m,5.32,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º14'17.0""S","53º14'21.0""W",Não Classificado,Não Classificado,-30.2383333333,-53.23944444440001,1927,-53.23944444399996,-30.238333332999957
3516,0477/08,0.12200000000000001,V < 3 hm³,3.14,h < 10 m,3.14,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º13'32.0""S","53º04'9.0""W",Não Classificado,Não Classificado,-30.2255555556,-53.0691666667,1924,-53.069166666999934,-30.22555555599996
3521,0103/08,0.12300000000000001,V < 3 hm³,5.33,h < 10 m,5.33,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º15'14.0""S","52º20'13.0""W",Não Classificado,Não Classificado,-30.2538888889,-52.3372222222,1902,-52.33722222199998,-30.25388888899994
3522,0568/08,0.07100000000000001,V < 3 hm³,4.69,h < 10 m,4.69,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º14'58.0""S","52º20'4.0""W",Não Classificado,Não Classificado,-30.249722222200003,-52.3347222222,1899,-52.33472222199998,-30.249722221999946
3175,716/2015,0.005,V < 3 hm³,3,h < 10 m,3,ARROIO DOS RATOS,RS,Proteção do meio ambiente,,DRHSEMA/RS,"30º09'38.0""S","51º47'.0""W",Não Classificado,Não Classificado,-30.1608333333,-51.7836111111,1858,-51.78361111099997,-30.16083333299997
3176,0123/2015,0.098,V < 3 hm³,7,h < 10 m,7,SANTANA DA BOA VISTA,RS,Irrigação,,DRHSEMA/RS,"30º33'27.0""S","53º12'48.0""W",Não Classificado,Não Classificado,-30.5575,-53.2136111111,1536,-53.21361111099998,-30.557499999999948
3191,0382/2015,0.192,V < 3 hm³,6,h < 10 m,6,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'27.0""S","53º15'51.0""W",Não Classificado,Não Classificado,-30.174444444400002,-53.2641666667,1911,-53.264166666999984,-30.17444444399996
2357,Barragem do Angicos,0.17900000000000002,V < 3 hm³,5.1000000000000005,h < 10 m,5.1000000000000005,SÃO JOÃO DO JAGUARIBE,CE,Abastecimento humano,,SRH/CE,"05º21'47.0""S","38º19'16.0""W",Não Classificado,Não Classificado,-5.3630667457,-38.3212554492,1262,-38.32125544899998,-5.363066745999959
2360,Barragem de Aroeiras,5,3 hm³ < V < 75 hm³,5,h < 10 m,5,ARACATI,CE,Dessedentação Animal,,SRH/CE,"04º33'38.0""S","37º59'17.0""W",Não Classificado,Não Classificado,-4.560555555600001,-37.988055555600006,1485,-37.98805555599995,-4.56055555599994
2381,BOTA VELHA,8.3,3 hm³ < V < 75 hm³,,h < 10 m,8,MURICI,AL,Industrial,,SEMARH/AL,"09º17'21.0""S","35º57'26.0""W",Não Classificado,Não Classificado,-9.2893611111,-35.957444444400004,1107,-35.957444443999975,-9.289361110999948
3537,0241/08,0.109,V < 3 hm³,3.5300000000000002,h < 10 m,3.5300000000000002,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'36.0""S","53º08'6.0""W",Não Classificado,Não Classificado,-30.1769444444,-53.135000000000005,1913,-53.134999999999934,-30.176944443999957
3539,0495/08,0.274,V < 3 hm³,4.44,h < 10 m,4.44,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º11'24.0""S","53º07'26.0""W",Não Classificado,Não Classificado,-30.19,-53.123888888900005,1919,-53.12388888899994,-30.18999999999994
3541,0963/2015,0.027,V < 3 hm³,3,h < 10 m,3,CACHOEIRA DO SUL,RS,Industrial,,DRHSEMA/RS,"30º23'33.0""S","53º02'47.0""W",Não Classificado,Não Classificado,-30.392500000000002,-53.0463888889,1532,-53.04638888899996,-30.392499999999984
3542,0960/2015,0.381,V < 3 hm³,2,h < 10 m,2,BUTIÁ,RS,Industrial,,DRHSEMA/RS,"30º08'38.0""S","51º59'58.0""W",Não Classificado,Não Classificado,-30.1438888889,-51.9997222222,1874,-51.999722221999946,-30.14388888899998
3543,0961/2015,0.012,V < 3 hm³,2,h < 10 m,2,BUTIÁ,RS,Industrial,,DRHSEMA/RS,"30º08'20.0""S","52º00'24.0""W",Não Classificado,Não Classificado,-30.1388888889,-52.0069444444,1876,-52.00694444399994,-30.13888888899993
3544,0764/08,0.10200000000000001,V < 3 hm³,5,h < 10 m,5,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'21.0""S","52º52'9.0""W",Não Classificado,Não Classificado,-30.172500000000003,-52.8694444444,1908,-52.86944444399995,-30.172499999999957
3545,0765/08,0.075,V < 3 hm³,4.87,h < 10 m,4.87,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º10'27.0""S","52º52'36.0""W",Não Classificado,Não Classificado,-30.174444444400002,-52.8769444444,1912,-52.876944443999946,-30.17444444399996
3547,0943/08,0.166,V < 3 hm³,4.08,h < 10 m,4.08,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º18'2.0""S","52º44'21.0""W",Não Classificado,Não Classificado,-30.3005555556,-52.73944444440001,1947,-52.73944444399996,-30.30055555599995
3548,0949/08,0.17,V < 3 hm³,4.97,h < 10 m,4.97,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º17'18.0""S","52º44'9.0""W",Não Classificado,Não Classificado,-30.2886111111,-52.7361111111,1943,-52.73611111099996,-30.288611110999966
3554,1789/08,0.614,V < 3 hm³,6.05,h < 10 m,6.05,RIO PARDO,RS,Irrigação,,DRHSEMA/RS,"30º07'22.0""S","52º21'6.0""W",Não Classificado,Não Classificado,-30.1227777778,-52.351944444400004,1898,-52.35194444399997,-30.122777777999943
2797,BENONIMO JACOME DA SILVA (1),1500,V > 200 hm³,3.5,h < 10 m,3.5,TENENTE ANANIAS,RN,Abastecimento humano,,IGARN,"06º23'55.0""S","38º08'59.0""W",Não Classificado,Não Classificado,-6.398865806200001,-38.1498472403,1238,-38.14984723999993,-6.398865805999947
2798,BENONIMO JACOME DA SILVA (2),0.015000000000000001,V < 3 hm³,3.5,h < 10 m,3.5,TENENTE ANANIAS,RN,Abastecimento humano,,IGARN,"06º23'22.0""S","38º09'49.0""W",Não Classificado,Não Classificado,-6.3897222222,-38.16380555560001,1240,-38.16380555599994,-6.389722221999932
3200,1336/2014,0.42200000000000004,V < 3 hm³,5.8,h < 10 m,5.8,CACHOEIRA DO SUL,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º15'11.0""S","53º11'11.0""W",Não Classificado,Não Classificado,-30.2533333333,-53.1863888889,1931,-53.18638888899994,-30.253333332999944
3205,0477/08,0.12200000000000001,V < 3 hm³,3.14,h < 10 m,3.14,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º13'32.0""S","53º04'9.0""W",Não Classificado,Não Classificado,-30.2255555556,-53.0691666667,1925,-53.069166666999934,-30.22555555599996
3212,0103/08,0.12300000000000001,V < 3 hm³,5.33,h < 10 m,5.33,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º15'14.0""S","52º20'13.0""W",Não Classificado,Não Classificado,-30.2538888889,-52.3372222222,1901,-52.33722222199998,-30.25388888899994
3213,0568/08,0.07100000000000001,V < 3 hm³,4.69,h < 10 m,4.69,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º14'58.0""S","52º20'4.0""W",Não Classificado,Não Classificado,-30.249722222200003,-52.3347222222,1900,-52.33472222199998,-30.249722221999946
3556,1850/08,1636,V > 200 hm³,7,h < 10 m,7,CACHOEIRA DO SUL,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º22'6.0""S","53º09'15.0""W",Não Classificado,Não Classificado,-30.368611111099998,-53.1544444444,1954,-53.15444444399998,-30.36861111099995
3557,0085/09,0.065,V < 3 hm³,2.93,h < 10 m,2.93,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º15'42.0""S","52º48'28.0""W",Não Classificado,Não Classificado,-30.261666666700002,-52.807777777800005,1933,-52.807777777999945,-30.26166666699993
3563,0695/09,0.097,V < 3 hm³,4,h < 10 m,4,PANTANO GRANDE,RS,Irrigação,,DRHSEMA/RS,"30º09'46.0""S","52º23'24.0""W",Não Classificado,Não Classificado,-30.1627777778,-52.39,1903,-52.389999999999986,-30.162777777999963
3564,0695/09,0.741,V < 3 hm³,5,h < 10 m,5,PANTANO GRANDE,RS,Irrigação,SEM NOME,DRHSEMA/RS,"30º09'12.0""S","52º23'44.0""W",Não Classificado,Não Classificado,-30.153611111100002,-52.3958333333,1906,-52.395833332999985,-30.153611110999975
3568,0967/12,0.28400000000000003,V < 3 hm³,10,h < 10 m,10,CACHOEIRA DO SUL,RS,Irrigação,,DRHSEMA/RS,"30º21'28.0""S","53º01'8.0""W",Não Classificado,Não Classificado,-30.357777777800003,-53.0188888889,1951,-53.01888888899998,-30.357777777999956
3569,0751/12,0.002,V < 3 hm³,1.4000000000000001,h < 10 m,1.4000000000000001,MINAS DO LEÃO,RS,Irrigação,,DRHSEMA/RS,"30º03'52.0""S","52º01'40.0""W",Não Classificado,Não Classificado,-30.064722222200004,-52.027777777800004,1870,-52.02777777799997,-30.064722221999943
